id, AccountGameNumber, SeasonGameNumber, Rank, Map, PlacementMatch, IfPlacementWLD, createdAt, updatedAt, GamertagId, SeasonNumber, UserUuid
1806,193,193,2681,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1807,194,194,2704,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1808,195,195,2728,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1809,196,196,2751,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1810,197,197,2728,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1811,198,198,2752,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1812,199,199,2729,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1813,200,200,2705,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1814,201,201,2733,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1815,202,202,2708,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1816,203,203,2733,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1817,204,204,2733,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1818,205,205,2711,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1819,206,206,2730,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1820,207,207,2759,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1821,208,208,2786,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1822,209,209,2807,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1823,210,210,2831,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1824,211,211,2853,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1825,212,212,2877,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1826,213,213,2855,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1827,214,214,2829,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1828,215,215,2808,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1829,216,216,2832,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1830,217,217,2858,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1831,218,218,2879,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1832,219,219,2905,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1833,220,220,2923,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1834,221,221,2894,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1835,222,222,2917,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1836,223,223,2891,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1837,224,224,2921,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1838,225,225,2892,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1839,226,226,2869,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1840,227,227,2893,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1841,228,228,2864,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1842,229,229,2889,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1843,230,230,2865,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1844,231,231,2883,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1845,232,232,2860,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1846,233,233,2837,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1847,234,234,2814,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1848,235,235,2838,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1849,236,236,2815,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1850,237,237,2836,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1851,238,238,2855,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1852,239,239,2878,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1853,240,240,2901,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1854,241,241,2878,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1855,242,242,2852,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1856,243,243,2881,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1857,244,244,2907,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1858,245,245,2931,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1859,246,246,2910,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1860,247,247,2885,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1861,248,248,2864,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1862,249,249,2841,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1863,250,250,2817,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1864,251,251,2833,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1865,252,252,2854,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1866,253,253,2877,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1867,254,254,2903,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1868,255,255,2877,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1869,256,256,2897,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1870,257,257,2921,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1871,258,258,2944,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1872,259,259,2966,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1873,260,260,2989,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1874,261,261,2965,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1875,262,262,2984,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1876,263,263,3008,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1877,264,264,2984,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1878,265,265,2962,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1879,266,266,2983,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1880,267,267,3001,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1881,268,268,2971,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1882,269,269,2997,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1883,270,270,2970,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1884,271,271,2946,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1885,272,272,2920,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1886,273,273,2945,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1887,274,274,2922,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1888,275,275,2900,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1889,276,276,2925,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1890,277,277,2951,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1891,278,278,2922,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1892,279,279,2899,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1893,280,280,2873,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1894,281,281,2897,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1895,282,282,2874,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1896,283,283,2896,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1897,284,284,2913,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1898,285,285,2938,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1899,286,286,2959,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1900,287,287,2982,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1901,288,288,2998,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1902,289,289,3022,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1903,290,290,2996,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1904,291,291,2971,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1905,292,292,2943,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1906,293,293,2966,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1907,294,294,2987,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1908,295,295,3007,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1909,296,296,2978,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1910,297,297,3002,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1911,298,298,3028,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1912,299,299,3003,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1913,300,300,2976,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1914,301,301,2948,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1915,302,302,2923,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1916,303,303,2943,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1917,304,304,2915,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1918,305,305,2894,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1919,306,306,2864,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1920,307,307,2842,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1921,308,308,2864,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1922,309,309,2864,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1923,310,310,2893,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1924,311,311,2869,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1925,312,312,2884,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1926,313,313,2863,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1927,314,314,2887,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1928,315,315,2912,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1929,316,316,2935,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1930,317,317,2907,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1931,318,318,2881,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1932,319,319,2860,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1933,320,320,2884,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1934,321,321,2910,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1935,322,322,2883,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1936,323,323,2859,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1937,324,324,2880,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1938,325,325,2862,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1939,326,326,2838,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1940,327,327,2815,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1941,328,328,2790,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1942,329,329,2810,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1943,330,330,2789,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1944,331,331,2815,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1945,332,332,2792,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1946,333,333,2814,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1947,334,334,2791,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1948,335,335,2815,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1949,336,336,2793,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1950,337,337,2816,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1951,338,338,2790,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1952,339,339,2812,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1953,340,340,2837,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,7,92323138-f458-417b-894a-63363bb88fe2
1954,341,1,2837,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1955,342,2,2837,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1956,343,3,2837,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1957,344,4,2837,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1958,345,5,2837,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1959,346,6,2837,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1960,347,7,2837,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1961,348,8,2837,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1962,349,9,2837,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1963,350,10,2846,Placements,1,D,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1964,351,11,2869,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1965,352,12,2893,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1966,353,13,2915,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1967,354,14,2938,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1968,355,15,2914,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1969,356,16,2893,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1970,357,17,2917,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1971,358,18,2945,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1972,359,19,2970,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1973,360,20,2946,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1974,361,21,2928,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1975,362,22,2952,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1976,363,23,2928,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1977,364,24,2928,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1978,365,25,2904,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1979,366,26,2879,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1980,367,27,2903,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1981,368,28,2879,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1982,369,29,2856,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1983,370,30,2832,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1984,371,31,2807,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1985,372,32,2830,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1986,373,33,2852,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1987,374,34,2875,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1988,375,35,2849,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1989,376,36,2824,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1990,377,37,2849,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1991,378,38,2872,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1992,379,39,2848,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1993,380,40,2823,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1994,381,41,2844,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1995,382,42,2868,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1996,383,43,2893,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1997,384,44,2868,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
1998,385,45,2892,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,4,8,92323138-f458-417b-894a-63363bb88fe2
